id,title,company,location,date_posted,job_type,interval,min_amount,max_amount,currency,is_remote,company_industry,city,seniority,year_exp,education,description
722,Data Analyst,Airbus,Madrid,2025-07-01,internship,yearly,1863,2936,EUR,True,Consulting,Madrid,intern,10,phd,"As an intern at Airbus in Madrid, you will Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting."
723,ML Engineer,Airbus,Madrid,2026-02-21,part-time,yearly,94295,127648,EUR,True,Industrial,Paris,lead,6,unknown,"Lead a high-impact team at Airbus in Madrid. Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
724,ML Engineer,Microsoft,Berlin,2025-12-05,internship,yearly,1927,2839,USD,False,Tech,New York,intern,3,bachelor,"As an intern at Microsoft in Berlin, you will Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment."
725,Data Analyst,Microsoft,London,2025-10-24,full-time,yearly,108669,120875,GBP,True,Industrial,Paris,lead,0,bachelor,"Lead a high-impact team at Microsoft in London. Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
726,Data Scientist,Amazon,Madrid,2025-08-07,internship,yearly,43025,56884,EUR,False,Finance,Berlin,junior,12,master,Join Amazon in Madrid as a junior team member. Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
727,ML Engineer,Microsoft,Berlin,2026-03-04,part-time,yearly,43957,45314,GBP,False,Industrial,Berlin,junior,6,master,Join Microsoft in Berlin as a junior team member. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
728,ML Engineer,Microsoft,Berlin,2025-06-05,part-time,yearly,63767,107856,EUR,True,Industrial,London,senior,2,phd,We are looking for a senior ML Engineer at Microsoft (Berlin). Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
729,AI Researcher,BNP Paribas,Paris,2025-07-07,full-time,yearly,1801,2241,GBP,True,Tech,Berlin,intern,7,unknown,"As an intern at BNP Paribas in Paris, you will Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences."
730,ML Engineer,Meta,Paris,2025-06-28,part-time,yearly,1754,2437,EUR,True,Tech,Paris,intern,8,unknown,"As an intern at Meta in Paris, you will Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment."
731,ML Engineer,BNP Paribas,London,2025-12-27,internship,yearly,973,2249,EUR,False,Finance,New York,intern,2,master,"As an intern at BNP Paribas in London, you will Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems."
732,Data Engineer,BNP Paribas,Madrid,2025-05-24,part-time,yearly,78185,99341,EUR,True,Tech,London,senior,1,master,"We are looking for a senior Data Engineer at BNP Paribas (Madrid). Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
733,Data Engineer,Meta,Paris,2026-01-04,part-time,yearly,1316,2570,EUR,True,Tech,Madrid,intern,1,unknown,"As an intern at Meta in Paris, you will Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
734,Data Analyst,Meta,Madrid,2025-07-20,part-time,yearly,67086,83042,GBP,True,Finance,Berlin,senior,8,phd,"We are looking for a senior Data Analyst at Meta (Madrid). Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
735,Data Engineer,Amazon,New York,2026-03-24,part-time,yearly,1792,2143,USD,False,Tech,Paris,intern,3,unknown,"As an intern at Amazon in New York, you will Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
736,Data Engineer,Amazon,Berlin,2025-05-15,part-time,yearly,60187,102207,EUR,False,Industrial,Madrid,senior,4,master,"We are looking for a senior Data Engineer at Amazon (Berlin). Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
737,ML Engineer,BNP Paribas,Paris,2025-10-06,full-time,yearly,43970,56227,USD,True,Tech,Berlin,junior,5,unknown,Join BNP Paribas in Paris as a junior team member. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
738,Data Scientist,Amazon,Berlin,2025-12-16,full-time,yearly,37143,47477,EUR,True,Finance,London,junior,11,unknown,Join Amazon in Berlin as a junior team member. Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback.
739,AI Researcher,Amazon,New York,2025-06-24,part-time,yearly,95439,159044,EUR,True,Finance,New York,lead,7,phd,"Lead a high-impact team at Amazon in New York. Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
740,AI Researcher,Amazon,Madrid,2025-12-10,part-time,yearly,68742,89312,GBP,False,Tech,London,senior,10,unknown,We are looking for a senior AI Researcher at Amazon (Madrid). Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences.
741,AI Researcher,Google,New York,2026-01-13,part-time,yearly,67458,102687,GBP,True,Tech,Paris,senior,4,master,We are looking for a senior AI Researcher at Google (New York). Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences.
742,Data Scientist,BNP Paribas,Berlin,2025-09-12,internship,yearly,66871,89455,EUR,False,Industrial,Paris,senior,4,phd,"We are looking for a senior Data Scientist at BNP Paribas (Berlin). Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
